ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,AvgWT,GfKoC1M1,GfKoC1M2,GfKoC1M3,GfKoC4F1,GfKoC4F2,GfKoC4F3,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_6499,chr1,120467215,-57307,0,NM_023755,Tcfcp2l1,120524522,120581745,+,-38824,NM_177548,Clasp1,120285635,120506039,+,N,N,N,N,-57184,CpG_Start,CpG: 41,chr1,120524399,120524859,66.4,0.81,98.5,98.36,98.49,98.94,99.54,98.51,98.72333333,99.73,98.1,99.75,98.34,99.23,98.2,98.89166667,0.168333333,0.653021398,0.185072587,0,0
SmaI_mm9_650,chr1,16509024,359,1,NM_001111272,Stau2,16509383,16218891,-,50463,NM_025773,Ube2w,16609367,16559487,-,N,C-rich,Low_complexity,Low_complexity,-791,CpG_Start,CpG: 46,chr1,16509815,16510174,74.4,0.94,0,0,0,0,0,0,0,0.54,0.15,0.48,0.14,0.5,0.66,0.411666667,0.411666667,0.000877639,3.056684321,1,1
SmaI_mm9_6500,chr1,120467588,-56934,0,NM_023755,Tcfcp2l1,120524522,120581745,+,-38451,NM_177548,Clasp1,120285635,120506039,+,N,N,N,N,-56811,CpG_Start,CpG: 41,chr1,120524399,120524859,66.4,0.81,95.55,95.76,95.51,96.47,98.35,95.78,96.23666667,99.32,94.4,99.14,95.26,94.97,97.07,96.69333333,0.456666667,0.653726883,0.184603656,0,0
SmaI_mm9_65040,chr6,145347321,11176,0,NR_003625,1700073E17Rik,145336145,145340743,+,-1566,NM_028742,Ifltd1,145383445,145345755,-,N,N,N,N,57213,CpG_End,CpG: 21,chr6,145289796,145290108,54.6,0.9,67.23,76.94,81.17,75.4,79.09,77.24,76.17833333,96.65,72.23,89.71,86.34,77.14,82.57,84.10666667,7.928333333,0.081185208,1.090523092,0,0
SmaI_mm9_65041,chr6,145347724,11579,0,NR_003625,1700073E17Rik,145336145,145340743,+,-1969,NM_028742,Ifltd1,145383445,145345755,-,N,N,N,N,57616,CpG_End,CpG: 21,chr6,145289796,145290108,54.6,0.9,88.31,87.15,90.26,87.05,90.82,90.61,89.03333333,95.84,89.31,91.09,88.17,93.35,89.91,91.27833333,2.245,0.130551216,0.884219079,0,0
SmaI_mm9_65053,chr6,145474466,-90017,0,NM_009449,Tuba3b,145564483,145569997,+,-95531,NM_009449,Tuba3b,145564483,145569997,+,N,ID_B1,SINE,B4,184358,CpG_End,CpG: 21,chr6,145289796,145290108,54.6,0.9,88.93,92.54,91.94,91.06,92.97,90.75,91.365,97.18,90.96,95.12,93.88,94.52,93.62,94.21333333,2.848333333,0.019390794,1.712404406,0,0
SmaI_mm9_65074,chr6,145695575,-61328,0,NM_027760,Rassf8,145756903,145766104,+,-70529,NM_027760,Rassf8,145756903,145766104,+,Y,N,N,N,147,CpG_Start,CpG: 46,chr6,145695428,145695993,62.7,0.83,0,0,0,0,0,0,0,0,0,0,0.2,0,0.25,0.075,0.075,0.148254374,0.828992484,0,0
SmaI_mm9_65075,chr6,145695985,-60918,0,NM_027760,Rassf8,145756903,145766104,+,-70119,NM_027760,Rassf8,145756903,145766104,+,Y,N,N,N,-8,CpG_End,CpG: 46,chr6,145695428,145695993,62.7,0.83,0.3,0.3,0,0.63,0,0.31,0.256666667,0,1.46,1.49,0.93,0,0.42,0.716666667,0.46,0.148454815,0.828405713,0,0
SmaI_mm9_65084,chr6,145811481,2379,0,NM_024469,Bhlhe41,145813860,145811257,-,-224,NM_024469,Bhlhe41,145813860,145811257,-,Y,N,N,N,217,CpG_Start,CpG: 138,chr6,145811264,145812421,70.4,0.97,0,0,0.27,0,0,0.18,0.075,0,0.63,0,0.38,0,0.28,0.215,0.14,0.260816969,0.583664157,0,1
SmaI_mm9_65085,chr6,145811873,1987,0,NM_024469,Bhlhe41,145813860,145811257,-,-616,NM_024469,Bhlhe41,145813860,145811257,-,Y,N,N,N,-548,CpG_End,CpG: 138,chr6,145811264,145812421,70.4,0.97,0,0.39,0,0,0,0.17,0.093333333,0,0.35,0.53,0.36,0,0.18,0.236666667,0.143333333,0.218846166,0.659861057,0,1
SmaI_mm9_651,chr1,16509388,-5,1,NM_001111272,Stau2,16509383,16218891,-,50099,NM_025773,Ube2w,16609367,16559487,-,N,C-rich,Low_complexity,Low_complexity,-427,CpG_Start,CpG: 46,chr1,16509815,16510174,74.4,0.94,0,0,0,0,0,0,0,0,0.23,0.59,0.22,0.66,1.03,0.455,0.455,0.014028355,1.852993262,1,0
SmaI_mm9_65164,chr6,146827507,-9509,0,NM_001170433,Ppfibp1,146837016,146980545,+,7581,NM_027059,1700023A16Rik,146798632,146819926,+,N,N,N,N,-9071,CpG_Start,CpG: 90,chr6,146836578,146837254,73.3,0.99,47.26,43.78,46.87,54.95,54.87,46.63,49.06,39.77,39.07,35.06,47.6,48.77,45.83,42.68333333,-6.376666667,0.055949768,1.252201712,0,0
SmaI_mm9_65165,chr6,146827764,-9252,0,NM_001170433,Ppfibp1,146837016,146980545,+,7838,NM_027059,1700023A16Rik,146798632,146819926,+,N,N,N,N,-8814,CpG_Start,CpG: 90,chr6,146836578,146837254,73.3,0.99,13.81,16.39,15.55,24.14,26.84,17.25,18.99666667,22.79,11.27,17.17,20.46,17.1,12.92,16.95166667,-2.045,0.478630866,0.319999298,0,0
SmaI_mm9_65166,chr6,146836771,-245,1,NM_001170433,Ppfibp1,146837016,146980545,+,16845,NM_027059,1700023A16Rik,146798632,146819926,+,Y,N,N,N,193,CpG_Start,CpG: 90,chr6,146836578,146837254,73.3,0.99,0,0,0,0,0.31,0,0.051666667,0.3,0.12,0.3,0.1,1.04,0.44,0.383333333,0.331666667,0.0518947,1.284876997,0,0
SmaI_mm9_65167,chr6,146837159,143,1,NM_001170433,Ppfibp1,146837016,146980545,+,17233,NM_027059,1700023A16Rik,146798632,146819926,+,Y,N,N,N,-95,CpG_End,CpG: 90,chr6,146836578,146837254,73.3,0.99,0,0,0,0,0.32,0,0.053333333,0.32,0.26,0,0.43,0.78,0.56,0.391666667,0.338333333,0.019187269,1.716986834,0,1
SmaI_mm9_65232,chr6,148160340,-470,1,NR_015615,4732416N19Rik,148160810,148184185,+,20612,NM_198967,Tmtc1,148392874,148180952,-,Y,N,N,N,398,CpG_Start,CpG: 103,chr6,148159942,148160952,62,1.06,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_65241,chr6,148304366,1188,0,NR_003634,Rps4y2,148303178,148304118,+,248,NR_003634,Rps4y2,148303178,148304118,+,N,N,N,N,306,CpG_End,CpG: 90,chr6,148303077,148304060,62.1,0.95,84.04,82.74,82.9,80.01,84.45,83.79,82.98833333,93.64,87.44,94.42,82.34,81.49,84.64,87.32833333,4.34,0.09754691,1.010786484,1,0
SmaI_mm9_65249,chr6,148391742,1132,0,NM_198967,Tmtc1,148392874,148180952,-,87624,NR_003634,Rps4y2,148303178,148304118,+,N,N,N,N,-754,CpG_Start,CpG: 80,chr6,148392496,148393244,67.3,0.96,0.71,0.63,0.83,2.16,NA,0.67,1,0.26,0.82,0.38,0.6,1.34,0.8,0.7,-0.3,0.36661124,0.435794225,1,1
SmaI_mm9_6525,chr1,120731807,207285,0,NM_023755,Tcfcp2l1,120524522,120581745,+,-1169,NM_001081125,Gli2,120950196,120730638,-,N,N,N,N,-2165,CpG_Start,CpG: 46,chr1,120733972,120734610,65.1,0.7,95.5,96.81,97.56,96.96,97.27,96.06,96.69333333,94.02,93.84,94.9,96.03,96.38,94.64,94.96833333,-1.725,0.008570497,2.066993998,0,0
SmaI_mm9_65250,chr6,148391936,938,0,NM_198967,Tmtc1,148392874,148180952,-,87818,NR_003634,Rps4y2,148303178,148304118,+,N,N,N,N,-560,CpG_Start,CpG: 80,chr6,148392496,148393244,67.3,0.96,1.75,0,0,0.55,0,1.55,0.641666667,1.9,1.46,1.06,1.23,0.71,0.67,1.171666667,0.53,0.19608737,0.707550378,1,1
SmaI_mm9_65251,chr6,148392530,344,1,NM_198967,Tmtc1,148392874,148180952,-,88412,NR_003634,Rps4y2,148303178,148304118,+,Y,N,N,N,34,CpG_Start,CpG: 80,chr6,148392496,148393244,67.3,0.96,0.56,0,0.69,0.54,0.77,1.07,0.605,0.78,1.21,0.86,0.22,0.31,0.64,0.67,0.065,0.760886856,0.118679918,0,1
SmaI_mm9_6526,chr1,120732061,207539,0,NM_023755,Tcfcp2l1,120524522,120581745,+,-1423,NM_001081125,Gli2,120950196,120730638,-,N,N,N,N,-1911,CpG_Start,CpG: 46,chr1,120733972,120734610,65.1,0.7,32.05,35.84,42.16,40.26,44.47,38.65,38.905,49.54,37.55,49.32,36.17,42.26,35.84,41.78,2.875,0.386022694,0.413387162,1,0
SmaI_mm9_65274,chr6,148893333,1621,0,NM_019643,Fam60a,148894954,148869581,-,-23752,NM_019643,Fam60a,148894954,148869581,-,Y,N,N,N,302,CpG_Start,CpG: 217,chr6,148893031,148895271,61,1.05,0,0,0,0,0,0.16,0.026666667,0.54,0.44,0.42,0.41,0.26,0.32,0.398333333,0.371666667,1.56E-05,4.808186915,0,1
SmaI_mm9_65275,chr6,148893668,1286,0,NM_019643,Fam60a,148894954,148869581,-,-24087,NM_019643,Fam60a,148894954,148869581,-,Y,N,N,N,637,CpG_Start,CpG: 217,chr6,148893031,148895271,61,1.05,0.14,0,0,0,0,0.15,0.048333333,0.49,0.1,0,0.1,0.24,0.22,0.191666667,0.143333333,0.089035633,1.05043615,0,1
SmaI_mm9_65276,chr6,148894982,-28,1,NM_019643,Fam60a,148894954,148869581,-,-25401,NM_019643,Fam60a,148894954,148869581,-,Y,N,N,N,-289,CpG_End,CpG: 217,chr6,148893031,148895271,61,1.05,0,0,0,0,NA,NA,0,0.32,0.71,0.25,0.2,0.26,0,0.29,0.29,0.04078738,1.389474191,0,0
SmaI_mm9_65277,chr6,148895202,-248,1,NM_019643,Fam60a,148894954,148869581,-,-25621,NM_019643,Fam60a,148894954,148869581,-,Y,N,N,N,-69,CpG_End,CpG: 217,chr6,148893031,148895271,61,1.05,0,0,0,0.66,NA,0,0.132,1.05,0,0.29,0,0,0,0.223333333,0.091333333,0.693488193,0.158960929,0,0
SmaI_mm9_6530,chr1,120746837,203359,0,NM_001081125,Gli2,120950196,120730638,-,-16199,NM_001081125,Gli2,120950196,120730638,-,N,N,N,N,12227,CpG_End,CpG: 46,chr1,120733972,120734610,65.1,0.7,68.54,68.88,76.49,79.31,77.08,66.41,72.785,86.99,73.72,86.89,65.51,74.34,74.53,76.99666667,4.211666667,0.327567093,0.484699734,0,1
SmaI_mm9_6531,chr1,120747258,202938,0,NM_001081125,Gli2,120950196,120730638,-,-16620,NM_001081125,Gli2,120950196,120730638,-,N,ID_B1,SINE,B4,12648,CpG_End,CpG: 46,chr1,120733972,120734610,65.1,0.7,81.84,89.91,90.58,89.59,89.45,85.07,87.74,87.51,84.76,90.22,85.99,82.49,88.87,86.64,-1.1,0.561764171,0.250445964,0,1
SmaI_mm9_65352,chr7,3597063,192,1,NM_146176,Cnot3,3596871,3612710,+,2979,NM_027328,Prpf31,3581587,3594084,+,Y,N,N,N,458,CpG_Start,CpG: 106,chr7,3596605,3597565,67.8,0.96,0,0,0,0.17,0.18,0,0.058333333,1.31,1.15,1.36,0.35,0.59,0.61,0.895,0.836666667,0.000889635,3.050788157,0,1
SmaI_mm9_65353,chr7,3597407,536,0,NM_146176,Cnot3,3596871,3612710,+,3323,NM_027328,Prpf31,3581587,3594084,+,Y,N,N,N,-158,CpG_End,CpG: 106,chr7,3596605,3597565,67.8,0.96,0,0.14,0,0,0,0,0.023333333,0.35,0,0.69,0.25,0.35,0.18,0.303333333,0.28,0.015918004,1.798111392,0,1
SmaI_mm9_6545,chr1,120877943,72253,0,NM_001081125,Gli2,120950196,120730638,-,-147305,NM_001081125,Gli2,120950196,120730638,-,N,ID_B1,SINE,B4,-72033,CpG_Start,CpG: 34,chr1,120949976,120950360,56.6,1.11,60.85,59.95,64.88,66.14,76.49,65.42,65.62166667,78.2,63.99,73.5,63.14,67.65,68.41,69.14833333,3.526666667,0.319686022,0.495276352,0,1
SmaI_mm9_6546,chr1,120878364,71832,0,NM_001081125,Gli2,120950196,120730638,-,-147726,NM_001081125,Gli2,120950196,120730638,-,N,N,N,N,-71612,CpG_Start,CpG: 34,chr1,120949976,120950360,56.6,1.11,60.2,57.11,63.13,64.04,70.15,61.5,62.68833333,73.27,63.75,69.7,61.84,63.11,64.36,66.005,3.316666667,0.223972432,0.649805434,0,1
SmaI_mm9_65460,chr7,4728708,1035,0,NM_008350,Il11,4729743,4724662,-,-4046,NM_008350,Il11,4729743,4724662,-,Y,N,N,N,215,CpG_Start,CpG: 39,chr7,4728493,4728927,72.9,0.68,0.16,0,0,0,0.2,0.14,0.083333333,0,0.07,0,0.07,0,0.12,0.043333333,-0.04,0.378243064,0.422229027,0,1
SmaI_mm9_65461,chr7,4729020,723,0,NM_008350,Il11,4729743,4724662,-,-4358,NM_008350,Il11,4729743,4724662,-,N,N,N,N,93,CpG_End,CpG: 39,chr7,4728493,4728927,72.9,0.68,0.16,0,0,0.29,0,0,0.075,0.35,0.27,0,0,0,0,0.103333333,0.028333333,0.740261868,0.130614621,1,1
SmaI_mm9_65474,chr7,4795538,760,0,NM_172737,Shisa7,4796298,4777155,-,1024,NM_026158,Isoc2b,4817781,4796562,-,N,N,N,N,-91,CpG_Start,CpG: 62,chr7,4795629,4796444,65.6,0.72,0.27,0.67,1.03,1.76,1.24,0.8,0.961666667,1.02,1.22,0.84,1.88,1.31,1.27,1.256666667,0.295,0.271994,0.565440676,1,1
SmaI_mm9_65475,chr7,4795821,477,1,NM_172737,Shisa7,4796298,4777155,-,741,NM_026158,Isoc2b,4817781,4796562,-,Y,N,N,N,192,CpG_Start,CpG: 62,chr7,4795629,4796444,65.6,0.72,0.28,1.16,1.41,0.56,0.9,0.93,0.873333333,0.9,0.99,0.53,1.17,1.31,0.89,0.965,0.091666667,0.654517265,0.184078893,0,1
SmaI_mm9_65507,chr7,5031910,3,1,NM_010147,Epn1,5031907,5049778,+,369,NM_133671,U2af2,5013784,5031541,+,Y,GC_rich,Low_complexity,Low_complexity,233,CpG_Start,CpG: 71,chr7,5031677,5032282,65.7,1.09,0,0,0,0,0,0,0,0,0,0.21,0,0,0.11,0.053333333,0.053333333,0.170545785,0.76815901,0,1
SmaI_mm9_65508,chr7,5032222,315,1,NM_010147,Epn1,5031907,5049778,+,681,NM_133671,U2af2,5013784,5031541,+,Y,N,N,N,-60,CpG_End,CpG: 71,chr7,5031677,5032282,65.7,1.09,0,0,0,0,0,0,0,0.78,0,0.2,0.24,0.49,0.41,0.353333333,0.353333333,0.009447933,2.024663178,0,1
SmaI_mm9_6557,chr1,120945201,4995,0,NM_001081125,Gli2,120950196,120730638,-,-214563,NM_001081125,Gli2,120950196,120730638,-,N,N,N,N,-4775,CpG_Start,CpG: 34,chr1,120949976,120950360,56.6,1.11,1.69,1.97,NA,2.44,NA,1.18,1.82,0.88,0.62,0.42,0.45,1.83,1.63,0.971666667,-0.848333333,0.053959559,1.267931612,0,1
SmaI_mm9_6558,chr1,120945397,4799,0,NM_001081125,Gli2,120950196,120730638,-,-214759,NM_001081125,Gli2,120950196,120730638,-,N,N,N,N,-4579,CpG_Start,CpG: 34,chr1,120949976,120950360,56.6,1.11,4.61,6.46,NA,11.96,9.62,9.2,8.37,4.08,8.37,3.47,9.09,10.05,6.9,6.993333333,-1.376666667,0.434312075,0.362198096,0,1
SmaI_mm9_65636,chr7,6605253,43890,0,NM_011769,Zim1,6649143,6628154,-,22901,NM_011769,Zim1,6649143,6628154,-,N,N,N,N,-43816,CpG_Start,CpG: 24,chr7,6649069,6649353,63.9,0.84,81.55,76.51,79.55,79.4,79.81,71.69,78.085,88.27,84.76,90.13,80.13,78.71,86.14,84.69,6.605,0.017822638,1.749028012,0,0
SmaI_mm9_65650,chr7,6930237,-17859,0,NM_001080965,Aurkc,6948096,6955802,+,10306,NM_021323,Usp29,6683452,6919931,+,N,N,N,N,72,CpG_End,CpG: 17,chr7,6929950,6930165,62.5,0.81,57.22,78.57,NA,80.98,NA,72.41,72.295,60.84,67.53,60.56,75.77,72.43,70.19,67.88666667,-4.408333333,0.427316575,0.369250261,1,0
SmaI_mm9_6567,chr1,120971693,-21497,0,NM_001081125,Gli2,120950196,120730638,-,-241055,NM_001081125,Gli2,120950196,120730638,-,N,N,N,N,21333,CpG_End,CpG: 34,chr1,120949976,120950360,56.6,1.11,NA,5.42,2.77,5.21,NA,2.13,3.8825,3.49,3.81,3.7,3.69,3.78,3.51,3.663333333,-0.219166667,0.750679602,0.124545385,0,0
SmaI_mm9_65686,chr7,7230846,154,1,NR_003555,Vmn2r29,7231000,7165707,-,4181,NM_011334,Clcn4-2,7252222,7235027,-,Y,N,N,N,371,CpG_Start,CpG: 64,chr7,7230475,7231262,56,1.04,82.21,68.49,86,86.07,88.56,86.73,83.01,51.97,78.32,58.41,57.22,54.08,72.1,62.01666667,-20.99333333,0.002673206,2.572967594,0,1
SmaI_mm9_6585,chr1,121197700,121125,0,NM_008381,Inhbb,121318825,121312042,-,114342,NM_008381,Inhbb,121318825,121312042,-,N,N,N,N,111295,CpG_End,CpG: 20,chr1,121086154,121086405,60.3,0.87,93.35,95.92,94.17,94.66,95.13,92.78,94.335,98.96,94.12,98.53,93.41,92.61,95.89,95.58666667,1.251666667,0.317993862,0.497581263,0,0
SmaI_mm9_6586,chr1,121197995,120830,0,NM_008381,Inhbb,121318825,121312042,-,114047,NM_008381,Inhbb,121318825,121312042,-,N,B4A,SINE,B4,111590,CpG_End,CpG: 20,chr1,121086154,121086405,60.3,0.87,92.19,93.39,94.2,94.86,94.99,94.15,93.96333333,98.44,94.22,98.88,94.3,92.82,94.47,95.52166667,1.558333333,0.189786968,0.721733613,0,0
SmaI_mm9_6597,chr1,121316246,2579,0,NM_008381,Inhbb,121318825,121312042,-,-4204,NM_008381,Inhbb,121318825,121312042,-,N,N,N,N,-626,CpG_Start,CpG: 244,chr1,121316872,121319454,65.3,0.89,3.27,2.62,3.92,4.98,4.55,2.92,3.71,3.59,6.88,3.46,3.91,2.55,4.55,4.156666667,0.446666667,0.546811966,0.26216199,1,1
SmaI_mm9_6598,chr1,121316621,2204,0,NM_008381,Inhbb,121318825,121312042,-,-4579,NM_008381,Inhbb,121318825,121312042,-,N,N,N,N,-251,CpG_Start,CpG: 244,chr1,121316872,121319454,65.3,0.89,2.44,1.35,1.31,1.12,1.73,1.42,1.561666667,1.11,2.29,1.66,1.61,1.91,0.75,1.555,-0.006666667,0.982543652,0.007648146,1,1
SmaI_mm9_6600,chr1,121317766,1059,0,NM_008381,Inhbb,121318825,121312042,-,-5724,NM_008381,Inhbb,121318825,121312042,-,Y,GC_rich,Low_complexity,Low_complexity,894,CpG_Start,CpG: 244,chr1,121316872,121319454,65.3,0.89,0,0,0,0.28,0,0.13,0.068333333,0.82,0.2,0.43,0.48,1.91,0.66,0.75,0.681666667,0.022082949,1.655942924,0,1
SmaI_mm9_6601,chr1,121318148,677,0,NM_008381,Inhbb,121318825,121312042,-,-6106,NM_008381,Inhbb,121318825,121312042,-,Y,N,N,N,1276,CpG_Start,CpG: 244,chr1,121316872,121319454,65.3,0.89,0,0,0.13,0.19,0.12,0.68,0.186666667,1.14,0.81,0.55,1.16,0.78,1.23,0.945,0.758333333,0.000530477,3.275333844,0,1
SmaI_mm9_6602,chr1,121318425,400,1,NM_008381,Inhbb,121318825,121312042,-,-6383,NM_008381,Inhbb,121318825,121312042,-,Y,N,N,N,-1029,CpG_End,CpG: 244,chr1,121316872,121319454,65.3,0.89,0.17,0.16,0,0,0,0.16,0.081666667,0,0,0,0,0,0.08,0.013333333,-0.068333333,0.109567595,0.960317871,0,1
SmaI_mm9_66081,chr7,13592987,2162,0,NM_001024699,Zbtb45,13595149,13591015,-,-1972,NM_001024699,Zbtb45,13595149,13591015,-,Y,N,N,N,1,CpG_Start,CpG: 55,chr7,13592986,13593571,66,0.87,52.47,51.38,58.07,64.51,68.95,57,58.73,70.27,61.23,69.3,62.82,54.38,60.89,63.14833333,4.418333333,0.258958846,0.586769249,0,1
SmaI_mm9_66082,chr7,13593194,1955,0,NM_001024699,Zbtb45,13595149,13591015,-,-2179,NM_001024699,Zbtb45,13595149,13591015,-,Y,N,N,N,208,CpG_Start,CpG: 55,chr7,13592986,13593571,66,0.87,NA,39.45,60.12,55.11,NA,52.05,51.6825,48.5,56.26,47.48,60.89,49.47,54.54,52.85666667,1.174166667,0.796144354,0.099008181,0,1
SmaI_mm9_66084,chr7,13608387,-1114,0,NM_011588,Trim28,13609501,13616381,+,-7994,NM_011588,Trim28,13609501,13616381,+,N,N,N,N,-922,CpG_Start,CpG: 134,chr7,13609309,13610493,68.2,0.97,0.64,0.15,0.22,0,0,0,0.168333333,0.51,0.64,0.41,0.33,0.33,0.78,0.5,0.331666667,0.024850818,1.604659306,1,0
SmaI_mm9_66085,chr7,13608695,-806,1,NM_011588,Trim28,13609501,13616381,+,-7686,NM_011588,Trim28,13609501,13616381,+,N,N,N,N,-614,CpG_Start,CpG: 134,chr7,13609309,13610493,68.2,0.97,0.32,0.15,0,0.15,0,0.16,0.13,0.33,0.49,1.07,0.45,1.5,0.46,0.716666667,0.586666667,0.013363757,1.874071437,1,0
SmaI_mm9_66102,chr7,13863632,438,1,NM_177312,6330408A02Rik,13864070,13844316,-,-19316,NM_177312,6330408A02Rik,13864070,13844316,-,N,N,N,N,-195,CpG_Start,CpG: 55,chr7,13863827,13864440,63.8,0.88,0,0.74,1.04,0,0,0,0.296666667,0.85,1.28,0.89,1.47,1.21,0.47,1.028333333,0.731666667,0.01278839,1.893184128,1,1
SmaI_mm9_66103,chr7,13863882,188,1,NM_177312,6330408A02Rik,13864070,13844316,-,-19566,NM_177312,6330408A02Rik,13864070,13844316,-,Y,N,N,N,55,CpG_Start,CpG: 55,chr7,13863827,13864440,63.8,0.88,0,0,0,0,0,0,0,0.26,0.14,0.43,0.38,0.39,0,0.266666667,0.266666667,0.003074298,2.512254024,0,1
SmaI_mm9_6615,chr1,121544515,1062,0,NM_145506,Epb4.1l5,121545577,121441610,-,10155,NM_019933,Ptpn4,121733648,121554670,-,N,N,N,N,-416,CpG_Start,CpG: 83,chr1,121544931,121545632,70.1,0.97,2.19,2.3,3.87,2.72,2.6,3.08,2.793333333,1.18,2.72,1.61,2.9,3.1,2.48,2.331666667,-0.461666667,0.276433661,0.558409075,1,1
SmaI_mm9_6616,chr1,121544867,710,0,NM_145506,Epb4.1l5,121545577,121441610,-,9803,NM_019933,Ptpn4,121733648,121554670,-,N,N,N,N,-64,CpG_Start,CpG: 83,chr1,121544931,121545632,70.1,0.97,0.17,0.14,0.18,0.1,0.26,0.14,0.165,1.13,0.89,0.6,0.88,0.97,0.78,0.875,0.71,2.99E-06,5.524655506,1,1
SmaI_mm9_6617,chr1,121544984,593,0,NM_145506,Epb4.1l5,121545577,121441610,-,9686,NM_019933,Ptpn4,121733648,121554670,-,Y,N,N,N,53,CpG_Start,CpG: 83,chr1,121544931,121545632,70.1,0.97,0,0.12,0,0.16,0,0,0.046666667,0.29,0.12,0.32,0,0.12,0.11,0.16,0.113333333,0.078980552,1.102479833,0,1
SmaI_mm9_6618,chr1,121545277,300,1,NM_145506,Epb4.1l5,121545577,121441610,-,9393,NM_019933,Ptpn4,121733648,121554670,-,Y,N,N,N,346,CpG_Start,CpG: 83,chr1,121544931,121545632,70.1,0.97,0,0,0,0,0.2,0,0.033333333,0.16,0.2,0,0.13,0.14,0.23,0.143333333,0.11,0.039819312,1.399906253,0,1
SmaI_mm9_66253,chr7,16362218,26499,0,NM_145709,Obox5,16335719,16344623,+,17595,NM_145709,Obox5,16335719,16344623,+,N,L1Md_F,LINE,L1,-145374,CpG_Start,CpG: 25,chr7,16507592,16507835,65.2,0.97,91.33,83.46,79.49,87.99,81.58,82.92,84.46166667,96.68,85.29,95.5,81.16,80.49,83.19,87.05166667,2.59,0.469394432,0.328462067,0,0
SmaI_mm9_6630,chr1,121733561,87,1,NM_019933,Ptpn4,121733648,121554670,-,70917,NM_175106,Tmem177,121809745,121804478,-,Y,N,N,N,224,CpG_Start,CpG: 106,chr1,121733337,121734331,63.3,1.06,0.11,0,0,0,0,0,0.018333333,0.68,0.24,0.28,0.36,0.43,0.22,0.368333333,0.35,0.000689188,3.161662484,0,1
SmaI_mm9_66302,chr7,16792219,15162,0,NM_027883,Dhx34,16807381,16782570,-,-9649,NM_027883,Dhx34,16807381,16782570,-,N,N,N,N,-11314,CpG_Start,CpG: 17,chr7,16803533,16803742,62.9,0.83,83.14,80.28,84.58,84.82,88.6,85.94,84.56,75.06,79.81,82.68,79.06,81.65,80.41,79.77833333,-4.781666667,0.012249197,1.91189237,0,1
SmaI_mm9_66303,chr7,16792439,14942,0,NM_027883,Dhx34,16807381,16782570,-,-9869,NM_027883,Dhx34,16807381,16782570,-,N,N,N,N,-11094,CpG_Start,CpG: 17,chr7,16803533,16803742,62.9,0.83,82.11,78.89,82.6,80.58,79.84,82.56,81.09666667,80.54,80.69,79.68,77.79,81.37,79.96,80.005,-1.091666667,0.208472434,0.680951362,0,1
SmaI_mm9_6631,chr1,121733852,-204,1,NM_019933,Ptpn4,121733648,121554670,-,70626,NM_175106,Tmem177,121809745,121804478,-,Y,N,N,N,-479,CpG_End,CpG: 106,chr1,121733337,121734331,63.3,1.06,0,0,0,0,0,0,0,0,0.15,0.07,0.11,0.17,0.15,0.108333333,0.108333333,0.001992891,2.700516497,0,0
SmaI_mm9_66321,chr7,16894947,15,1,NM_133234,Bbc3,16894932,16903682,+,-8735,NM_133234,Bbc3,16894932,16903682,+,Y,GC_rich,Low_complexity,Low_complexity,173,CpG_Start,CpG: 98,chr7,16894774,16895938,61.6,0.9,0,0,0.39,0,0,0.27,0.11,0.17,0,0.12,0.24,0,0,0.088333333,-0.021666667,0.799267243,0.097307985,0,1
SmaI_mm9_66322,chr7,16895208,276,1,NM_133234,Bbc3,16894932,16903682,+,-8474,NM_133234,Bbc3,16894932,16903682,+,Y,N,N,N,434,CpG_Start,CpG: 98,chr7,16894774,16895938,61.6,0.9,0,0,0,0,0,0,0,0,0.07,0,0.04,0,0,0.018333333,0.018333333,0.164586313,0.783606283,0,1
SmaI_mm9_66323,chr7,16895517,585,0,NM_133234,Bbc3,16894932,16903682,+,-8165,NM_133234,Bbc3,16894932,16903682,+,Y,N,N,N,-421,CpG_End,CpG: 98,chr7,16894774,16895938,61.6,0.9,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.025,0.025,0.340893132,0.467381748,0,1
SmaI_mm9_66324,chr7,16897785,2853,0,NM_133234,Bbc3,16894932,16903682,+,-5897,NM_133234,Bbc3,16894932,16903682,+,Y,N,N,N,-14,CpG_End,CpG: 32,chr7,16897438,16897799,59.7,1.01,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.023333333,0.023333333,0.340893132,0.467381748,0,1
