ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgGF,AvgSPF,SPF.GF,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_72367,chr7,104230216,-45,1,NM_001162477,Gab2,104230261,104457461,+,16949,NM_153591,Nars2,104100037,104213267,+,Y,N,N,N,258,CpG_Start,CpG: 104,chr7,104229958,104230907,62.8,1.11,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0
SmaI_mm9_72368,chr7,104230715,454,1,NM_001162477,Gab2,104230261,104457461,+,17448,NM_153591,Nars2,104100037,104213267,+,Y,N,N,N,-192,CpG_End,CpG: 104,chr7,104229958,104230907,62.8,1.11,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,1
SmaI_mm9_72387,chr7,104573493,-7473,0,NM_009381,Thrsp,104566020,104561467,-,-12026,NM_009381,Thrsp,104566020,104561467,-,N,N,N,N,24596,CpG_End,CpG: 38,chr7,104548476,104548897,62.1,0.94,0,0.45,0,0,0.26,0,1.05,0,0.5,0.54,1.4,0,0.118333333,0.581666667,0.463333333,0.084807088,1.071567849,0,0
SmaI_mm9_72396,chr7,104728479,73,1,NM_001081267,Rsf1,104728406,104841291,+,-29628,NM_183251,1810020D17Rik,104727925,104698851,-,Y,N,N,N,-268,CpG_End,CpG: 78,chr7,104727843,104728747,61.9,0.92,0,0,0.14,0.13,0,0.1,0.22,0.09,0.11,0.25,0,0.2,0.061666667,0.145,0.083333333,0.112075481,0.950489389,0,1
SmaI_mm9_72397,chr7,104728747,341,1,NM_001081267,Rsf1,104728406,104841291,+,-29896,NM_183251,1810020D17Rik,104727925,104698851,-,Y,N,N,N,0,CpG_End,CpG: 78,chr7,104727843,104728747,61.9,0.92,0.18,0,0.19,0,0.12,0.14,0,0,0,0,0,0,0.105,0,-0.105,0.012973641,1.886938124,0,1
SmaI_mm9_72398,chr7,104729017,611,0,NM_001081267,Rsf1,104728406,104841291,+,-30166,NM_183251,1810020D17Rik,104727925,104698851,-,N,N,N,N,270,CpG_End,CpG: 78,chr7,104727843,104728747,61.9,0.92,0,0,0,0,0,0.21,0,0,0,0,0,0.18,0.035,0.03,-0.005,0.915772183,0.038212553,1,1
SmaI_mm9_72408,chr7,104919794,-33037,0,NM_175105,Aqp11,104886757,104874889,-,-44905,NM_175105,Aqp11,104886757,104874889,-,N,B1F2,SINE,Alu,-16991,CpG_Start,CpG: 102,chr7,104936785,104937875,59.5,1.06,59.73,49.84,68.19,46.85,50.51,42.72,44.98,59.95,37.91,27.17,55.1,42.14,52.97333333,44.54166667,-8.431666667,0.20065595,0.697547958,0,0
SmaI_mm9_72409,chr7,104920274,-33517,0,NM_175105,Aqp11,104886757,104874889,-,-45385,NM_175105,Aqp11,104886757,104874889,-,N,ID_B1,SINE,B4,-16511,CpG_Start,CpG: 102,chr7,104936785,104937875,59.5,1.06,94.82,92.94,92.88,94.74,92.5,90.97,90.12,88.16,85.98,90.99,92.58,89.77,93.14166667,89.6,-3.541666667,0.00959717,2.017856812,0,0
SmaI_mm9_72411,chr7,104937329,-50572,0,NM_175105,Aqp11,104886757,104874889,-,-62440,NM_175105,Aqp11,104886757,104874889,-,Y,N,N,N,544,CpG_Start,CpG: 102,chr7,104936785,104937875,59.5,1.06,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_72435,chr7,105257054,10949,0,NM_008663,Myo7a,105268003,105199570,-,13021,NM_007602,Capn5,105326703,105270075,-,N,N,N,N,-2751,CpG_Start,CpG: 24,chr7,105259805,105260068,68.2,0.78,93.27,98.66,98.9,96.95,98.12,98.92,97.39,99.28,96.28,97.39,93.9,99.38,97.47,97.27,-0.2,0.873192667,0.05888992,0,1
SmaI_mm9_72436,chr7,105257518,10485,0,NM_008663,Myo7a,105268003,105199570,-,12557,NM_007602,Capn5,105326703,105270075,-,N,ID_B1,SINE,B4,-2287,CpG_Start,CpG: 24,chr7,105259805,105260068,68.2,0.78,27.05,41.91,34.51,34.48,33.87,40.38,36.43,29.02,21.24,25.05,32.3,27.95,35.36666667,28.665,-6.701666667,0.054142095,1.266464943,0,1
SmaI_mm9_7244,chr1,133657893,17294,0,NM_177243,Slc26a9,133640599,133666982,+,-9089,NM_177243,Slc26a9,133640599,133666982,+,N,N,N,N,-66295,CpG_Start,CpG: 55,chr1,133724188,133724866,64.5,0.78,74.13,66.23,66.56,75.21,69.75,68.68,69.61,66.99,50.37,66.1,68.21,66.68,70.09333333,64.66,-5.433333333,0.129741475,0.886921169,0,1
SmaI_mm9_72448,chr7,105326340,363,1,NM_007602,Capn5,105326703,105270075,-,14585,NM_001081167,B3gnt6,105347985,105340925,-,N,N,N,N,-83,CpG_Start,CpG: 35,chr7,105326423,105326816,69.5,0.74,0,0,0,0,0,0,0,0,0.21,0.25,0,0,0,0.076666667,0.076666667,0.14696813,0.832776832,1,1
SmaI_mm9_72449,chr7,105326587,116,1,NM_007602,Capn5,105326703,105270075,-,14338,NM_001081167,B3gnt6,105347985,105340925,-,Y,N,N,N,164,CpG_Start,CpG: 35,chr7,105326423,105326816,69.5,0.74,0,0,0,0,0.45,0.28,0,0,0,0,0,0,0.121666667,0,-0.121666667,0.159352931,0.797639944,0,1
SmaI_mm9_7245,chr1,133658253,17654,0,NM_177243,Slc26a9,133640599,133666982,+,-8729,NM_177243,Slc26a9,133640599,133666982,+,N,N,N,N,-65935,CpG_Start,CpG: 55,chr1,133724188,133724866,64.5,0.78,20.56,21.02,20.77,28.15,21.94,21.49,30.24,21.78,15.32,24.87,28.27,24.43,22.32166667,24.15166667,1.83,0.472515433,0.325584002,0,1
SmaI_mm9_72454,chr7,105335197,-8494,0,NM_007602,Capn5,105326703,105270075,-,5728,NM_001081167,B3gnt6,105347985,105340925,-,N,L1MB7,LINE,L1,-7003,CpG_Start,CpG: 90,chr7,105342200,105343123,66.9,0.88,NA,46.62,52.02,57.74,NA,60.87,80.65,59.69,77.2,66.31,68.99,58.51,54.3125,68.55833333,14.24583333,0.026065653,1.583931391,0,0
SmaI_mm9_72455,chr7,105335416,-8713,0,NM_007602,Capn5,105326703,105270075,-,5509,NM_001081167,B3gnt6,105347985,105340925,-,N,L1MB7,LINE,L1,-6784,CpG_Start,CpG: 90,chr7,105342200,105343123,66.9,0.88,86.66,66.59,75.99,81.03,NA,79.55,80.47,83.27,82.73,78.67,76.87,78.27,77.964,80.04666667,2.082666667,0.53329577,0.273031861,0,0
SmaI_mm9_72456,chr7,105342462,5523,0,NM_001081167,B3gnt6,105347985,105340925,-,-1537,NM_001081167,B3gnt6,105347985,105340925,-,Y,N,N,N,262,CpG_Start,CpG: 90,chr7,105342200,105343123,66.9,0.88,1.73,0,NA,0,NA,0.77,0,0,0,0,0,0.53,0.625,0.088333333,-0.536666667,0.156181993,0.80636904,0,1
SmaI_mm9_72457,chr7,105342639,5346,0,NM_001081167,B3gnt6,105347985,105340925,-,-1714,NM_001081167,B3gnt6,105347985,105340925,-,Y,N,N,N,439,CpG_Start,CpG: 90,chr7,105342200,105343123,66.9,0.88,0,0,NA,0.77,NA,0,0,0.56,0,0,0,0.54,0.1925,0.183333333,-0.009166667,0.966282218,0.014896012,0,1
SmaI_mm9_7246,chr1,133658725,18126,0,NM_177243,Slc26a9,133640599,133666982,+,-8257,NM_177243,Slc26a9,133640599,133666982,+,N,N,N,N,-65463,CpG_Start,CpG: 55,chr1,133724188,133724866,64.5,0.78,91.46,94.89,95.05,93.69,92.13,95.27,NA,87.83,87.64,92.21,89.39,85.61,93.74833333,88.536,-5.212333333,0.002205284,2.656535473,0,1
SmaI_mm9_72489,chr7,105647381,4649,0,NM_001113379,Lrrc32,105642732,105650340,+,-2959,NM_001113379,Lrrc32,105642732,105650340,+,N,N,N,N,8712,CpG_End,CpG: 58,chr7,105638204,105638669,72.5,0.95,85.89,82.26,NA,83.66,88.17,80.44,NA,NA,82.03,77.74,84.77,70.68,84.084,78.805,-5.279,0.132791243,0.876830564,0,1
SmaI_mm9_72497,chr7,105851425,-448,1,NM_028410,Prkrir,105851873,105866571,+,-15146,NM_028410,Prkrir,105851873,105866571,+,Y,N,N,N,223,CpG_Start,CpG: 95,chr7,105851202,105852117,64.2,1.01,0,0.53,0,0,NA,0.6,0,0,0,0,0.63,0,0.226,0.105,-0.121,0.496677918,0.303925148,0,0
SmaI_mm9_72498,chr7,105851637,-236,1,NM_028410,Prkrir,105851873,105866571,+,-14934,NM_028410,Prkrir,105851873,105866571,+,Y,N,N,N,435,CpG_Start,CpG: 95,chr7,105851202,105852117,64.2,1.01,0,0,0,0,0,0,0,0,0.52,0,0.62,0,0,0.19,0.19,0.147004002,0.832670842,0,0
SmaI_mm9_7251,chr1,133723397,-1192,0,NM_173865,Slc41a1,133724589,133745438,+,8705,NM_178079,Pm20d1,133693972,133714692,+,N,N,N,N,-791,CpG_Start,CpG: 55,chr1,133724188,133724866,64.5,0.78,58.41,61.73,65.14,72.98,64.97,57,NA,47.37,62.64,61.34,NA,56,63.37166667,56.8375,-6.534166667,0.142677212,0.845645386,1,0
SmaI_mm9_7252,chr1,133723920,-669,1,NM_173865,Slc41a1,133724589,133745438,+,9228,NM_178079,Pm20d1,133693972,133714692,+,N,N,N,N,-268,CpG_Start,CpG: 55,chr1,133724188,133724866,64.5,0.78,0.41,0.62,0.41,0.67,1.56,0.83,0.36,0.52,0.29,0.16,0.41,0.25,0.75,0.331666667,-0.418333333,0.044676134,1.349924415,1,0
SmaI_mm9_72524,chr7,105964417,-22938,0,NM_009519,Wnt11,105987355,106003257,+,-38840,NM_009519,Wnt11,105987355,106003257,+,N,N,N,N,542,CpG_End,CpG: 26,chr7,105963562,105963875,66.6,0.76,0,0,0,0,0,0.4,0,0.32,0,0.43,0,0,0.066666667,0.125,0.058333333,0.588571094,0.230201071,1,0
SmaI_mm9_7253,chr1,133724223,-366,1,NM_173865,Slc41a1,133724589,133745438,+,9531,NM_178079,Pm20d1,133693972,133714692,+,Y,N,N,N,35,CpG_Start,CpG: 55,chr1,133724188,133724866,64.5,0.78,0,0,0.24,0,0.23,0.32,0,0,0,0.38,0,0,0.131666667,0.063333333,-0.068333333,0.452471033,0.344409219,0,0
SmaI_mm9_72549,chr7,106289414,240,1,NM_178635,Uvrag,106289654,106035253,-,12759,NM_026384,Dgat2,106331223,106302173,-,Y,N,N,N,306,CpG_Start,CpG: 70,chr7,106289108,106289769,71.6,0.83,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.033333333,0.033333333,0.340893132,0.467381748,0,1
SmaI_mm9_72550,chr7,106289810,-156,1,NM_178635,Uvrag,106289654,106035253,-,12363,NM_026384,Dgat2,106331223,106302173,-,N,N,N,N,41,CpG_End,CpG: 70,chr7,106289108,106289769,71.6,0.83,0,0,0,0,0,0,0.2,0,0.22,0,0,0,0,0.07,0.07,0.145540509,0.837016111,1,0
SmaI_mm9_72560,chr7,106372088,15033,0,NM_177448,Mogat2,106387121,106367594,-,-4494,NM_177448,Mogat2,106387121,106367594,-,N,N,N,N,-25403,CpG_Start,CpG: 38,chr7,106397491,106397779,75.1,0.94,92.82,92.08,94.88,96.25,94.39,94.19,89.85,91.03,94.36,92.75,93.66,91.37,94.10166667,92.17,-1.931666667,0.063517235,1.197108416,0,1
SmaI_mm9_72561,chr7,106372455,14666,0,NM_177448,Mogat2,106387121,106367594,-,-4861,NM_177448,Mogat2,106387121,106367594,-,N,N,N,N,-25036,CpG_Start,CpG: 38,chr7,106397491,106397779,75.1,0.94,96.82,97.97,97.45,98.81,98.61,97.97,93.81,97.2,96.45,94.46,98.88,96.62,97.93833333,96.23666667,-1.701666667,0.062948743,1.201012938,0,1
SmaI_mm9_72562,chr7,106376504,10617,0,NM_177448,Mogat2,106387121,106367594,-,-8910,NM_177448,Mogat2,106387121,106367594,-,N,N,N,N,-20987,CpG_Start,CpG: 38,chr7,106397491,106397779,75.1,0.94,85.85,86.73,93.69,85.01,89.7,86.92,89.98,84.76,81.57,88.14,86.5,84.93,87.98333333,85.98,-2.003333333,0.285549236,0.544318997,0,1
SmaI_mm9_72563,chr7,106376975,10146,0,NM_177448,Mogat2,106387121,106367594,-,-9381,NM_177448,Mogat2,106387121,106367594,-,N,MIRb,SINE,MIR,-20516,CpG_Start,CpG: 38,chr7,106397491,106397779,75.1,0.94,95.62,95.54,97.94,95.46,95.98,95.92,95.21,93.56,88.9,94.1,93.28,90.41,96.07666667,92.57666667,-3.5,0.007728252,2.111918725,0,1
SmaI_mm9_72565,chr7,106416392,435,1,NM_010837,Mtap6,106415957,106485647,+,-48798,NM_177448,Mogat2,106387121,106367594,-,Y,N,N,N,387,CpG_Start,CpG: 145,chr7,106416005,106417758,66.2,0.76,1.1,2.92,3.58,3.45,3.92,2.99,2.6,1.22,3.55,2.44,1.73,2.8,2.993333333,2.39,-0.603333333,0.279868974,0.553045244,0,1
SmaI_mm9_72566,chr7,106416761,-95,1,NM_001043355,Mtap6,106416856,106485647,+,-49167,NM_177448,Mogat2,106387121,106367594,-,Y,N,N,N,756,CpG_Start,CpG: 145,chr7,106416005,106417758,66.2,0.76,0.37,0.19,0.26,0.41,0.43,0.17,0.61,0,0.35,0.41,0.5,0.52,0.305,0.398333333,0.093333333,0.369114849,0.432838483,0,0
SmaI_mm9_72567,chr7,106416781,-75,1,NM_001043355,Mtap6,106416856,106485647,+,-49187,NM_177448,Mogat2,106387121,106367594,-,Y,N,N,N,776,CpG_Start,CpG: 145,chr7,106416005,106417758,66.2,0.76,0,0.44,0,0,0,0.19,0,0.18,0,0,0,0,0.105,0.03,-0.075,0.368850758,0.43314932,0,0
SmaI_mm9_72568,chr7,106417163,307,1,NM_001043355,Mtap6,106416856,106485647,+,-49569,NM_177448,Mogat2,106387121,106367594,-,Y,N,N,N,-595,CpG_End,CpG: 145,chr7,106416005,106417758,66.2,0.76,0.36,0.21,0.26,1.09,0.25,0.37,0.96,0.18,1.29,0.25,0.28,0.56,0.423333333,0.586666667,0.163333333,0.490361573,0.30948357,0,1
SmaI_mm9_72570,chr7,106460294,41455,0,NM_009825,Serpinh1,106501749,106493885,-,-8568,NM_001048167,Mtap6,106415957,106468862,+,N,N,N,N,-37094,CpG_Start,CpG: 26,chr7,106497388,106497666,63.8,0.92,19.97,21.61,21.71,23.66,18.44,19.32,34.06,20.85,28.29,25.45,24.59,22.51,20.785,25.95833333,5.173333333,0.031886839,1.496388531,0,0
SmaI_mm9_72571,chr7,106460692,41057,0,NM_009825,Serpinh1,106501749,106493885,-,-8170,NM_001048167,Mtap6,106415957,106468862,+,N,N,N,N,-36696,CpG_Start,CpG: 26,chr7,106497388,106497666,63.8,0.92,27.68,27.71,33.89,35.07,33.89,35.29,36.98,27.66,38.96,33.03,36.27,28.28,32.255,33.53,1.275,0.609318035,0.215155967,0,0
SmaI_mm9_72574,chr7,106465080,36669,0,NM_009825,Serpinh1,106501749,106493885,-,-3782,NM_001048167,Mtap6,106415957,106468862,+,N,N,N,N,-32308,CpG_Start,CpG: 26,chr7,106497388,106497666,63.8,0.92,87.84,93.23,89.54,95.18,90.64,88.95,93.8,82.57,81.5,86.61,91.06,86.39,90.89666667,86.98833333,-3.908333333,0.113104932,0.946518457,0,0
SmaI_mm9_72575,chr7,106465503,36246,0,NM_009825,Serpinh1,106501749,106493885,-,-3359,NM_001048167,Mtap6,106415957,106468862,+,N,N,N,N,-31885,CpG_Start,CpG: 26,chr7,106497388,106497666,63.8,0.92,87.03,88.66,86.73,89.85,88.6,84.3,87.68,87.01,80.23,83.45,88.98,82.7,87.52833333,85.00833333,-2.52,0.145944319,0.835812806,0,0
SmaI_mm9_72577,chr7,106468637,33112,0,NM_009825,Serpinh1,106501749,106493885,-,-225,NM_001048167,Mtap6,106415957,106468862,+,N,N,N,N,-28751,CpG_Start,CpG: 26,chr7,106497388,106497666,63.8,0.92,18.79,17.18,22.82,22.87,18.14,15.5,26.06,17.56,29.33,23.02,21.67,19.5,19.21666667,22.85666667,3.64,0.12117853,0.91657432,0,0
SmaI_mm9_72578,chr7,106468976,32773,0,NM_009825,Serpinh1,106501749,106493885,-,114,NM_001048167,Mtap6,106415957,106468862,+,N,N,N,N,-28412,CpG_Start,CpG: 26,chr7,106497388,106497666,63.8,0.92,29.31,29.93,29.02,38.76,26.16,24.99,47.47,28.52,49.55,35.72,40.86,27.13,29.695,38.20833333,8.513333333,0.077468237,1.110876327,0,0
SmaI_mm9_72579,chr7,106469304,32445,0,NM_009825,Serpinh1,106501749,106493885,-,442,NM_001048167,Mtap6,106415957,106468862,+,N,N,N,N,-28084,CpG_Start,CpG: 26,chr7,106497388,106497666,63.8,0.92,25.01,27.46,24.87,32.48,23.82,27.27,40.47,20.21,40.14,28.89,35.95,23.81,26.81833333,31.57833333,4.76,0.230554911,0.637225623,0,0
SmaI_mm9_72587,chr7,106530548,489,1,NM_201352,Gdpd5,106530059,106609494,+,-36663,NM_009825,Serpinh1,106501749,106493885,-,Y,N,N,N,-289,CpG_End,CpG: 78,chr7,106529835,106530837,63.4,0.78,0,0.54,0,0,0,0,0.45,0,0,0,0,0.48,0.09,0.155,0.065,0.635918393,0.196598614,0,1
SmaI_mm9_72588,chr7,106530753,694,0,NM_201352,Gdpd5,106530059,106609494,+,-36868,NM_009825,Serpinh1,106501749,106493885,-,Y,N,N,N,-84,CpG_End,CpG: 78,chr7,106529835,106530837,63.4,0.78,0,0,0,0,0,0,0,0.5,1.28,0,0,0,0,0.296666667,0.296666667,0.193757753,0.712740911,0,1
SmaI_mm9_72592,chr7,106544328,14269,0,NM_201352,Gdpd5,106530059,106609494,+,-50443,NM_009825,Serpinh1,106501749,106493885,-,N,N,N,N,13491,CpG_End,CpG: 78,chr7,106529835,106530837,63.4,0.78,92.94,92.35,95.32,95.82,96.38,93.57,91.79,92.03,87.14,90.46,94.48,92.55,94.39666667,91.40833333,-2.988333333,0.033556175,1.474227549,0,1
SmaI_mm9_72593,chr7,106544791,14732,0,NM_201352,Gdpd5,106530059,106609494,+,-50906,NM_009825,Serpinh1,106501749,106493885,-,N,N,N,N,13954,CpG_End,CpG: 78,chr7,106529835,106530837,63.4,0.78,88.14,89.82,93.28,93.39,91.17,92.2,91.38,93.59,91.99,91.41,92.57,94.14,91.33333333,92.51333333,1.18,0.248903938,0.603968232,0,1
SmaI_mm9_72594,chr7,106545198,15139,0,NM_201352,Gdpd5,106530059,106609494,+,-51313,NM_009825,Serpinh1,106501749,106493885,-,N,MIR3,SINE,MIR,14361,CpG_End,CpG: 78,chr7,106529835,106530837,63.4,0.78,52.66,53.15,59.33,62.03,55.11,50.9,64.91,56.95,64.03,56.22,63.72,54.41,55.53,60.04,4.51,0.112229375,0.949893456,0,1
SmaI_mm9_72616,chr7,106684150,154,1,NM_178220,Arrb1,106683996,106755281,+,-16722,NR_029760,Mir326,106700779,106700872,+,Y,G-rich,Low_complexity,Low_complexity,222,CpG_Start,CpG: 59,chr7,106683928,106684395,63.9,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_72617,chr7,106684395,399,1,NM_178220,Arrb1,106683996,106755281,+,-16477,NR_029760,Mir326,106700779,106700872,+,Y,N,N,N,0,CpG_End,CpG: 59,chr7,106683928,106684395,63.9,1.24,0.47,0,0.59,0.37,0.76,0.44,0,0,0,0,0,0,0.438333333,0,-0.438333333,0.001782825,2.748891285,0,1
SmaI_mm9_7262,chr1,133807350,315,1,NM_175294,Nucks1,133807035,133832897,+,-25547,NM_175294,Nucks1,133807035,133832897,+,Y,N,N,N,-445,CpG_End,CpG: 98,chr1,133806822,133807795,64.7,0.97,0.33,0,0,0,0,0,0,0,0.35,0,0,0,0.055,0.058333333,0.003333333,0.967654692,0.014279593,0,1
SmaI_mm9_72625,chr7,106774679,73900,0,NR_029760,Mir326,106700779,106700872,+,19398,NM_177231,Arrb1,106683996,106755281,+,Y,N,N,N,647,CpG_Start,CpG: 179,chr7,106774032,106775579,70.9,0.92,0.77,1.4,0.74,1.46,1.19,2.64,1.21,0.34,1.23,0.89,0.8,0.35,1.366666667,0.803333333,-0.563333333,0.114580354,0.94088984,0,0
SmaI_mm9_72626,chr7,106774987,74208,0,NR_029760,Mir326,106700779,106700872,+,19706,NM_177231,Arrb1,106683996,106755281,+,Y,N,N,N,-592,CpG_End,CpG: 179,chr7,106774032,106775579,70.9,0.92,0.4,0.54,0.25,0.44,0.49,0.74,1.19,0.52,0.92,1.57,0.27,0.53,0.476666667,0.833333333,0.356666667,0.119539714,0.922487788,0,0
SmaI_mm9_7263,chr1,133807646,611,0,NM_175294,Nucks1,133807035,133832897,+,-25251,NM_175294,Nucks1,133807035,133832897,+,Y,N,N,N,-149,CpG_End,CpG: 98,chr1,133806822,133807795,64.7,0.97,0.35,0,0,0,0.51,0,0,0.32,0.4,0,0,0,0.143333333,0.12,-0.023333333,0.85028984,0.07043301,0,1
SmaI_mm9_72646,chr7,107128402,566,0,NM_175388,Rnf169,107128968,107068767,-,-54834,NM_133709,Chrdl2,107154914,107183236,+,Y,N,N,N,149,CpG_Start,CpG: 91,chr7,107128253,107129013,71,0.95,0,0.14,0.18,0.17,0,0,0.14,0,0,0,0,0.27,0.081666667,0.068333333,-0.013333333,0.826524099,0.082744479,0,1
SmaI_mm9_72647,chr7,107128673,295,1,NM_175388,Rnf169,107128968,107068767,-,-54563,NM_133709,Chrdl2,107154914,107183236,+,Y,N,N,N,-340,CpG_End,CpG: 91,chr7,107128253,107129013,71,0.95,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0.035,0.035,0.340893132,0.467381748,0,1
SmaI_mm9_72654,chr7,107168535,13621,0,NM_133709,Chrdl2,107154914,107183236,+,-14701,NM_133709,Chrdl2,107154914,107183236,+,N,N,N,N,13878,CpG_End,CpG: 34,chr7,107154325,107154657,70.3,0.83,90.4,87.16,89.99,90.78,91.01,88.3,83.53,84.9,86.29,86.77,91.46,86.28,89.60666667,86.53833333,-3.068333333,0.03564059,1.448055115,0,1
SmaI_mm9_72655,chr7,107168899,13985,0,NM_133709,Chrdl2,107154914,107183236,+,-14337,NM_133709,Chrdl2,107154914,107183236,+,N,N,N,N,14242,CpG_End,CpG: 34,chr7,107154325,107154657,70.3,0.83,94.8,91.47,92.1,92.59,92.42,92.32,88.05,89.16,89.29,90.26,91.71,90.14,92.61666667,89.76833333,-2.848333333,0.002001173,2.698715365,0,1
SmaI_mm9_72663,chr7,107269361,649,0,NM_133692,Pold3,107270010,107230623,-,-38738,NM_133692,Pold3,107270010,107230623,-,N,N,N,N,-246,CpG_Start,CpG: 61,chr7,107269607,107270180,69.2,0.9,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0.076666667,0.076666667,0.340893132,0.467381748,1,1
SmaI_mm9_72664,chr7,107269668,342,1,NM_133692,Pold3,107270010,107230623,-,-39045,NM_133692,Pold3,107270010,107230623,-,Y,N,N,N,61,CpG_Start,CpG: 61,chr7,107269607,107270180,69.2,0.9,0,0.42,0,0,0,0,0,0,0,0,0,0,0.07,0,-0.07,0.340893132,0.467381748,0,1
SmaI_mm9_72668,chr7,107327687,480,1,NM_020574,Kcne3,107327207,107333374,+,-5687,NM_020574,Kcne3,107327207,107333374,+,N,N,N,N,19372,CpG_End,CpG: 68,chr7,107307725,107308315,69.4,0.96,1.66,0.36,2.8,2.17,0.66,0,2.58,0.65,3.43,1.75,3.42,1.04,1.275,2.145,0.87,0.21888139,0.659791162,0,1
SmaI_mm9_72692,chr7,107642196,342,1,NM_011671,Ucp2,107641854,107650682,+,7255,NM_009464,Ucp3,107621500,107634941,+,N,N,N,N,193,CpG_End,CpG: 26,chr7,107641764,107642003,69.6,0.93,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0.193333333,0.193333333,0.340893132,0.467381748,1,1
SmaI_mm9_72729,chr7,108053339,27336,0,NM_001081116,Arhgef17,108080675,108018260,-,32809,NM_183168,P2ry6,108112880,108086148,-,N,N,N,N,9941,CpG_End,CpG: 54,chr7,108042969,108043398,74,0.92,53.73,48.56,51.45,55.89,58.09,59.57,39,57.77,36.02,50.7,45.98,51.34,54.54833333,46.80166667,-7.746666667,0.065126749,1.1862406,0,1
SmaI_mm9_72730,chr7,108053731,26944,0,NM_001081116,Arhgef17,108080675,108018260,-,32417,NM_183168,P2ry6,108112880,108086148,-,N,N,N,N,10333,CpG_End,CpG: 54,chr7,108042969,108043398,74,0.92,77.27,82.9,82.48,81.77,81.26,80.62,67.89,82.66,77.51,75.59,77.75,77.34,81.05,76.45666667,-4.593333333,0.056879655,1.245043046,0,1
SmaI_mm9_72738,chr7,108079681,994,0,NM_001081116,Arhgef17,108080675,108018260,-,6467,NM_183168,P2ry6,108112880,108086148,-,Y,N,N,N,414,CpG_Start,CpG: 146,chr7,108079267,108080885,66.5,0.82,3.61,5.08,5.14,6.79,4.54,5.39,8.64,8,2.41,8.62,9.17,9.1,5.091666667,7.656666667,2.565,0.049128144,1.308669643,0,1
SmaI_mm9_72739,chr7,108079950,725,0,NM_001081116,Arhgef17,108080675,108018260,-,6198,NM_183168,P2ry6,108112880,108086148,-,Y,N,N,N,683,CpG_Start,CpG: 146,chr7,108079267,108080885,66.5,0.82,1.04,0.47,0,0.57,1.2,0.45,0.99,1.69,1.06,1.52,2.12,2.47,0.621666667,1.641666667,1.02,0.006391033,2.19442894,0,1
SmaI_mm9_72771,chr7,108470322,489,1,NM_019990,Stard10,108469833,108494826,+,-24504,NM_019990,Stard10,108469833,108494826,+,Y,N,N,N,-136,CpG_End,CpG: 67,chr7,108469542,108470458,58,0.87,9.55,7.37,7.82,14.43,7.56,5.69,17.7,9.46,4.27,8.11,10.36,9.97,8.736666667,9.978333333,1.241666667,0.581526531,0.235430467,0,1
SmaI_mm9_72772,chr7,108470706,873,0,NM_019990,Stard10,108469833,108494826,+,-24120,NM_019990,Stard10,108469833,108494826,+,N,N,N,N,248,CpG_End,CpG: 67,chr7,108469542,108470458,58,0.87,22.64,17.09,21.06,26.7,17.88,19.18,33.55,23.28,14.03,26.31,33.1,29.19,20.75833333,26.57666667,5.818333333,0.109695395,0.959811604,1,1
SmaI_mm9_72793,chr7,108629417,5527,0,NR_029791,Mir139,108623890,108623957,+,5460,NR_029791,Mir139,108623890,108623957,+,N,N,N,N,-23680,CpG_Start,CpG: 22,chr7,108653097,108653325,64.6,0.92,65.85,52.27,57.89,60.4,63.78,60.5,63.25,51.13,25.57,52.41,51,49.98,60.115,48.89,-11.225,0.065791847,1.181827921,0,0
SmaI_mm9_72794,chr7,108629839,5949,0,NR_029791,Mir139,108623890,108623957,+,5882,NR_029791,Mir139,108623890,108623957,+,N,N,N,N,-23258,CpG_Start,CpG: 22,chr7,108653097,108653325,64.6,0.92,77.03,77.24,74.8,80.56,70.87,77.16,76.38,68.09,72.84,77.53,81.93,71.5,76.27666667,74.71166667,-1.565,0.528734745,0.27676215,0,0
